238,"pmtc011",5/25/2002 0:00:00,4620,11,0.88,780.00,920.40,,,11.68,,
239,"pmtc011",5/25/2002 0:00:00,3327,12,0.83,720.00,849.60,,,19.18,,
240,"pmtc012",5/27/2002 0:00:00,4276,1,0.91,925.00,1091.50,,,0.57,,"Low gain tube."
241,"pmtc012",5/27/2002 0:00:00,4314,2,0.72,795.00,938.10,,,10.47,,
242,"pmtc012",5/27/2002 0:00:00,4315,3,0.63,755.00,890.90,,,15.29,,
243,"pmtc012",5/27/2002 0:00:00,3945,4,0.85,790.00,932.20,,,12.26,,
244,"pmtc012",5/27/2002 0:00:00,3975,5,0.80,840.00,991.20,,,7.03,,
245,"pmtc012",5/27/2002 0:00:00,3902,6,1.08,730.00,861.40,,,12.49,,
246,"pmtc012",5/27/2002 0:00:00,4720,7,0.93,800.00,944.00,,,10.45,,
247,"pmtc012",5/27/2002 0:00:00,4718,8,0.86,795.00,938.10,,,17.40,,
248,"pmtc012",5/27/2002 0:00:00,3948,9,0.84,815.00,961.70,,,12.49,,
249,"pmtc012",5/27/2002 0:00:00,3956,10,0.91,780.00,920.40,,,9.85,,
250,"pmtc012",5/27/2002 0:00:00,3905,11,0.89,830.00,979.40,,,10.44,,
251,"pmtc012",5/27/2002 0:00:00,4719,12,0.67,770.00,908.60,,,13.88,,
252,"pmtc054 ",9/15/2003 0:00:00,8131,10,0.93,760.00,790.40,723.00,751.92,22.60,,
253,"pmtc054 ",9/15/2003 0:00:00,8133,11,0.70,787.00,818.48,747.00,776.88,12.85,,
254,"pmtc054 ",9/15/2003 0:00:00,8174,12,0.67,760.00,790.40,724.00,752.96,14.31,,
255,"pmtc055 ",9/15/2003 0:00:00,7695,1,1.04,752.00,782.08,717.00,745.68,33.24,,
256,"pmtc055 ",9/15/2003 0:00:00,8124,2,0.81,725.00,754.00,689.00,716.56,32.43,,
257,"pmtc055 ",9/15/2003 0:00:00,7704,3,0.69,750.00,780.00,716.00,744.64,44.70,,
258,"pmtc055 ",9/15/2003 0:00:00,8123,4,0.80,767.00,797.68,727.00,756.08,26.25,,
259,"pmtc055 ",9/15/2003 0:00:00,7770,5,0.73,805.00,837.20,769.00,799.76,23.34,,
260,"pmtc055 ",9/15/2003 0:00:00,8057,6,0.87,808.00,840.32,769.00,799.76,15.60,,
261,"pmtc055 ",9/15/2003 0:00:00,7653,7,0.78,735.00,764.40,700.00,728.00,17.42,,
262,"pmtc055 ",9/15/2003 0:00:00,7299,8,0.68,850.00,884.00,809.00,841.36,20.00,,
263,"pmtc055 ",9/15/2003 0:00:00,7311,9,0.82,798.00,829.92,758.00,788.32,15.60,,
264,"pmtc055 ",9/15/2003 0:00:00,7312,10,0.70,846.00,879.84,806.00,838.24,15.28,,
265,"pmtc055 ",9/15/2003 0:00:00,7280,11,0.86,825.00,858.00,783.00,814.32,17.08,,
266,"pmtc055 ",9/15/2003 0:00:00,7292,12,0.71,717.00,745.68,682.00,709.28,14.92,,
267,"pmtc056 ",9/16/2003 0:00:00,7692,1,0.96,740.00,769.60,703.00,731.12,31.32,,
268,"pmtc056 ",9/16/2003 0:00:00,8098,2,0.81,739.00,768.56,703.00,731.12,32.62,,
269,"pmtc056 ",9/16/2003 0:00:00,8054,3,0.69,777.00,808.08,738.00,767.52,26.58,,
270,"pmtc056 ",9/16/2003 0:00:00,7293,4,0.72,723.00,751.92,689.00,716.56,25.78,,
271,"pmtc056 ",9/16/2003 0:00:00,7282,5,0.90,690.00,717.60,659.00,685.36,24.77,,
272,"pmtc056 ",9/16/2003 0:00:00,8125,6,1.17,743.00,772.72,708.00,736.32,14.78,,
273,"pmtc056 ",9/16/2003 0:00:00,8119,7,0.99,779.00,810.16,740.00,769.60,19.27,,
274,"pmtc056 ",9/16/2003 0:00:00,8227,8,0.94,835.00,868.40,794.00,825.76,74.42,,
275,"pmtc056 ",9/16/2003 0:00:00,8073,9,1.09,795.00,826.80,757.00,787.28,14.78,,
276,"pmtc056 ",9/16/2003 0:00:00,7691,10,0.65,828.00,861.12,780.00,811.20,16.88,,
277,"pmtc056 ",9/16/2003 0:00:00,7689,11,0.77,787.00,818.48,747.00,776.88,12.44,,
278,"pmtc056 ",9/16/2003 0:00:00,8070,12,0.87,818.00,850.72,780.00,811.20,13.13,,
279,"pmtc057 ",9/16/2003 0:00:00,7681,1,1.01,737.00,766.48,700.00,728.00,21.92,,
280,"pmtc057 ",9/16/2003 0:00:00,8061,2,0.72,733.00,762.32,698.00,725.92,34.75,,
281,"pmtc057 ",9/16/2003 0:00:00,8051,3,0.72,800.00,832.00,760.00,790.40,30.83,,
282,"pmtc057 ",9/16/2003 0:00:00,8122,4,0.85,788.00,819.52,746.00,775.84,31.40,,
